review_id,claim_id,review_round,review_datetime,reviewer_id,review_type,auto_risk_score,triage_result,reviewer_notes,perito_id,perito_physical_inspection,damage_consistency_rating,documentation_completeness_pct,recommended_action,days_since_claim
REV_13320_2,CLM_13320,2,2022-05-19 19:25:00,R-2812,Expert Assessment,,,Documentation supports claim as reported.,P-7114,No,3.3,84.0,Request Additional Documentation,15
REV_13321_1,CLM_13321,1,2022-02-19 09:27:00,R-2957,Initial Triage,56.2,Orange - Escalated Review,"Documentation complete, no issues detected.",,,,,Escalated Review,2
REV_13321_2,CLM_13321,2,2022-03-02 18:27:00,R-2957,Expert Assessment,,,No anomalies found during review.,P-5239,No,5.0,96.9,Approve with Conditions,13
REV_13322_1,CLM_13322,1,2022-02-14 05:18:00,R-1744,Initial Triage,36.7,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,1
REV_13322_2,CLM_13322,2,2022-03-31 18:18:00,R-1744,Expert Assessment,,,Physical inspection consistent with reported damage.,P-5386,No,4.3,87.2,Approve,46
REV_13323_1,CLM_13323,1,2025-06-27 20:33:00,R-8044,Initial Triage,36.4,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,1
REV_13324_1,CLM_13324,1,2024-10-30 16:57:00,R-3644,Initial Triage,41.9,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,6
REV_13324_2,CLM_13324,2,2024-11-10 07:57:00,R-3644,Expert Assessment,,,Verified damage with independent assessment.,P-8464,No,5.0,66.3,Approve with Conditions,16
REV_13325_1,CLM_13325,1,2025-11-08 14:22:00,R-9758,Initial Triage,64.0,Red - Full Investigation,"All documents verified, consistent narrative.",,,,,Full Investigation,2
REV_13325_2,CLM_13325,2,2025-11-11 02:22:00,R-9758,Expert Assessment,,,Verified damage with independent assessment.,P-4626,No,3.1,66.2,Approve with Conditions,4
REV_13326_1,CLM_13326,1,2023-09-06 18:58:00,R-3260,Initial Triage,38.8,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,1
REV_13326_2,CLM_13326,2,2023-09-26 04:58:00,R-3260,Expert Assessment,,,All repair items match incident description.,P-3659,No,3.7,89.8,Approve with Conditions,20
REV_13327_1,CLM_13327,1,2025-02-23 14:02:00,R-2207,Initial Triage,18.4,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,1
REV_13328_1,CLM_13328,1,2024-02-19 07:53:00,R-1307,Initial Triage,2.5,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,2
REV_13329_1,CLM_13329,1,2024-04-30 10:44:00,R-8019,Initial Triage,30.9,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,1
REV_13330_1,CLM_13330,1,2024-03-07 11:33:00,R-1276,Initial Triage,16.6,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_13330_2,CLM_13330,2,2024-04-02 04:33:00,R-1276,Expert Assessment,,,No anomalies found during review.,P-8859,No,3.7,100.0,Approve with Conditions,26
REV_13332_1,CLM_13332,1,2023-02-24 18:08:00,R-7230,Initial Triage,10.1,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,4
REV_13333_1,CLM_13333,1,2023-04-16 19:41:00,R-7001,Initial Triage,0.0,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,1
REV_13334_1,CLM_13334,1,2022-06-18 15:17:00,R-8044,Initial Triage,23.3,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,2
REV_13335_1,CLM_13335,1,2022-02-28 10:30:00,R-6221,Initial Triage,11.9,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,3
REV_13336_1,CLM_13336,1,2023-05-15 18:39:00,R-6221,Initial Triage,29.1,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,4
REV_13336_2,CLM_13336,2,2023-05-31 10:39:00,R-6221,Expert Assessment,,,No anomalies found during review.,P-3597,Yes,4.2,72.9,Approve with Conditions,19
REV_13337_1,CLM_13337,1,2024-02-04 08:24:00,R-2812,Initial Triage,24.8,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_13338_1,CLM_13338,1,2022-01-30 05:48:00,R-6387,Initial Triage,19.7,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_13340_1,CLM_13340,1,2025-09-28 23:41:00,R-7520,Initial Triage,41.4,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,3
REV_13340_2,CLM_13340,2,2025-10-12 13:41:00,R-7520,Expert Assessment,,,Physical inspection consistent with reported damage.,P-7266,Yes,4.2,100.0,Approve with Conditions,16
REV_13341_1,CLM_13341,1,2025-03-07 01:36:00,R-7230,Initial Triage,31.0,Yellow - Standard Review,"Some documentation missing, requested follow-up.",,,,,Standard Review,1
REV_13341_2,CLM_13341,2,2025-03-22 10:36:00,R-7230,Expert Assessment,,,Witness could not be independently verified.,P-3844,No,2.3,53.6,Recommend Denial,16
REV_13341_3,CLM_13341,3,2025-03-28 21:36:00,SIU-278,SIU Investigation,,,Cross-referenced with external fraud database.,P-3844,No,,,Claim Denied,22
REV_13342_1,CLM_13342,1,2025-01-07 05:41:00,R-6466,Initial Triage,8.7,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,3
REV_13342_2,CLM_13342,2,2025-01-20 17:41:00,R-6466,Expert Assessment,,,Physical inspection consistent with reported damage.,P-8545,No,2.3,64.9,Request Additional Documentation,16
REV_13343_1,CLM_13343,1,2023-07-26 17:42:00,R-7001,Initial Triage,21.8,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,7
REV_13343_2,CLM_13343,2,2023-08-13 02:42:00,R-7001,Expert Assessment,,,Verified damage with independent assessment.,P-5239,Yes,4.3,75.1,Approve,24
REV_13345_1,CLM_13345,1,2025-02-03 03:26:00,R-6545,Initial Triage,26.3,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_13346_1,CLM_13346,1,2023-09-13 11:10:00,R-4718,Initial Triage,24.6,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,3
REV_13347_1,CLM_13347,1,2023-02-26 20:54:00,R-6221,Initial Triage,20.9,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,3
REV_13348_1,CLM_13348,1,2023-12-18 12:50:00,R-9758,Initial Triage,58.6,Orange - Escalated Review,Police report not available despite claimant stating it was filed.,,,,,Escalated Review,1
REV_13348_2,CLM_13348,2,2023-12-21 23:50:00,R-9758,Expert Assessment,,,Damage pattern inconsistent with described accident dynamics.,P-9236,Yes,2.2,72.5,Refer to Special Investigations Unit,4
REV_13348_3,CLM_13348,3,2023-12-30 14:50:00,SIU-586,SIU Investigation,,,Claim history pattern analysis completed.,P-9236,Yes,,,Claim Settled at Reduced Amount,12
REV_13349_1,CLM_13349,1,2023-01-21 03:11:00,R-6387,Initial Triage,43.4,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,2
REV_13349_2,CLM_13349,2,2023-01-26 16:11:00,R-6387,Expert Assessment,,,Physical inspection consistent with reported damage.,P-1904,Yes,3.8,72.7,Request Additional Documentation,7
REV_13350_1,CLM_13350,1,2024-08-24 11:39:00,R-5059,Initial Triage,17.5,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,2
REV_13351_1,CLM_13351,1,2023-11-27 13:01:00,R-6221,Initial Triage,32.1,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,2
REV_13351_2,CLM_13351,2,2023-12-15 05:01:00,R-6221,Expert Assessment,,,All repair items match incident description.,P-2664,Yes,4.5,78.6,Approve with Conditions,19
REV_13352_1,CLM_13352,1,2022-10-17 01:21:00,R-1744,Initial Triage,14.6,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,2
REV_13353_1,CLM_13353,1,2022-11-09 19:34:00,R-8765,Initial Triage,31.1,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,6
REV_13353_2,CLM_13353,2,2022-11-27 06:34:00,R-8765,Expert Assessment,,,No anomalies found during review.,P-4505,No,1.7,94.6,Refer to Special Investigations Unit,23
REV_13353_3,CLM_13353,3,2023-01-01 21:34:00,SIU-208,SIU Investigation,,,Full investigation completed. Findings documented in case file.,P-4505,Yes,,,Claim Approved,58
REV_13355_1,CLM_13355,1,2022-05-20 07:46:00,R-4718,Initial Triage,11.0,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,5
REV_13356_1,CLM_13356,1,2023-10-07 06:28:00,R-4718,Initial Triage,11.9,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_13357_1,CLM_13357,1,2024-09-28 08:38:00,R-2887,Initial Triage,36.4,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,1
REV_13359_1,CLM_13359,1,2024-01-13 15:34:00,R-3691,Initial Triage,9.7,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,2
REV_13362_1,CLM_13362,1,2023-12-11 04:14:00,R-8404,Initial Triage,58.9,Orange - Escalated Review,"Routine processing, no flags raised.",,,,,Escalated Review,1
REV_13362_2,CLM_13362,2,2023-12-13 15:14:00,R-8404,Expert Assessment,,,Documentation supports claim as reported.,P-9236,No,2.0,76.0,Recommend Denial,3
REV_13362_3,CLM_13362,3,2023-12-19 06:14:00,SIU-165,SIU Investigation,,,Digital forensics on submitted photographs completed.,P-9236,No,,,Claim Approved,8
REV_13363_1,CLM_13363,1,2022-09-20 22:08:00,R-8765,Initial Triage,46.7,Orange - Escalated Review,"All documents verified, consistent narrative.",,,,,Escalated Review,4
REV_13363_2,CLM_13363,2,2022-10-05 12:08:00,R-8765,Expert Assessment,,,All repair items match incident description.,P-3140,No,3.9,94.7,Approve,18
REV_13364_1,CLM_13364,1,2025-08-23 00:52:00,R-8100,Initial Triage,29.1,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,5
REV_13364_2,CLM_13364,2,2025-09-11 08:52:00,R-8100,Expert Assessment,,,No anomalies found during review.,P-6360,No,2.2,72.1,Refer to Special Investigations Unit,24
REV_13364_3,CLM_13364,3,2025-09-21 16:52:00,SIU-509,SIU Investigation,,,"Surveillance conducted, results in supplementary report.",P-6360,Yes,,,Claim Settled at Reduced Amount,34
REV_13365_1,CLM_13365,1,2022-11-05 21:52:00,R-1276,Initial Triage,25.6,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,1
REV_13365_2,CLM_13365,2,2022-11-18 12:52:00,R-1276,Expert Assessment,,,All repair items match incident description.,P-3140,No,3.3,72.8,Request Additional Documentation,13
REV_13367_1,CLM_13367,1,2024-01-12 21:56:00,R-6221,Initial Triage,13.5,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_13367_2,CLM_13367,2,2024-01-23 05:56:00,R-6221,Expert Assessment,,,No anomalies found during review.,P-9909,Yes,2.6,73.7,Request Additional Documentation,11
REV_13368_1,CLM_13368,1,2024-09-16 08:49:00,R-4219,Initial Triage,49.1,Orange - Escalated Review,"Standard claim, within normal parameters.",,,,,Escalated Review,3
REV_13368_2,CLM_13368,2,2024-09-21 19:49:00,R-4219,Expert Assessment,,,Documentation supports claim as reported.,P-8259,No,3.4,85.4,Request Additional Documentation,8
REV_13370_1,CLM_13370,1,2024-12-04 00:11:00,R-2512,Initial Triage,9.0,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_13372_1,CLM_13372,1,2025-10-22 02:33:00,R-7230,Initial Triage,35.7,Yellow - Standard Review,Third party account differs slightly from claimant.,,,,,Standard Review,2
REV_13372_2,CLM_13372,2,2025-11-02 14:33:00,R-7230,Expert Assessment,,,Repair workshop has elevated average claim amounts in our records.,P-9557,Yes,1.3,61.4,Recommend Denial,13
REV_13372_3,CLM_13372,3,2025-11-09 07:33:00,SIU-716,SIU Investigation,,,Full investigation completed. Findings documented in case file.,P-9557,Yes,,,Claim Withdrawn by Claimant,19
REV_13373_1,CLM_13373,1,2025-05-05 23:39:00,R-9908,Initial Triage,0.0,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_13374_1,CLM_13374,1,2023-07-02 21:20:00,R-2512,Initial Triage,51.2,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,2
REV_13374_2,CLM_13374,2,2023-08-01 14:20:00,R-2512,Expert Assessment,,,Documentation supports claim as reported.,P-6360,No,3.5,68.3,Approve with Conditions,31
REV_13375_1,CLM_13375,1,2024-09-12 04:46:00,R-8404,Initial Triage,0.0,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,2
REV_13376_1,CLM_13376,1,2025-11-29 02:35:00,R-6221,Initial Triage,0.3,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,3
REV_13377_1,CLM_13377,1,2022-04-23 14:58:00,R-6466,Initial Triage,29.0,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_13378_1,CLM_13378,1,2025-01-26 03:43:00,R-8461,Initial Triage,26.3,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,4
REV_13378_2,CLM_13378,2,2025-02-06 19:43:00,R-8461,Expert Assessment,,,Multiple prior claims from same address within 18 months.,P-3597,Yes,1.6,51.2,Recommend Denial,15
REV_13378_3,CLM_13378,3,2025-03-03 08:43:00,SIU-705,SIU Investigation,,,Financial background check performed.,P-3597,Yes,,,Claim Withdrawn by Claimant,39
REV_13379_1,CLM_13379,1,2025-06-28 08:12:00,R-2887,Initial Triage,4.5,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,3
REV_13380_1,CLM_13380,1,2022-02-19 16:42:00,R-8019,Initial Triage,46.1,Yellow - Standard Review,Claimant was vague about accident circumstances.,,,,,Standard Review,1
REV_13380_2,CLM_13380,2,2022-02-27 04:42:00,R-8019,Expert Assessment,,,Repair workshop has elevated average claim amounts in our records.,P-8548,Yes,1.8,79.2,Recommend Denial,8
REV_13380_3,CLM_13380,3,2022-03-07 14:42:00,SIU-364,SIU Investigation,,,Cross-referenced with external fraud database.,P-8548,Yes,,,Pending Litigation,16
REV_13381_1,CLM_13381,1,2025-02-27 19:39:00,R-6545,Initial Triage,21.4,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,3
REV_13381_2,CLM_13381,2,2025-03-10 09:39:00,R-6545,Expert Assessment,,,All repair items match incident description.,P-9976,No,4.9,69.9,Approve,13
REV_13382_1,CLM_13382,1,2025-10-02 02:15:00,R-1307,Initial Triage,34.7,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,2
REV_13382_2,CLM_13382,2,2025-10-17 17:15:00,R-1307,Expert Assessment,,,No anomalies found during review.,P-2735,Yes,3.5,75.7,Approve with Conditions,17
REV_13383_1,CLM_13383,1,2024-05-21 23:04:00,R-2887,Initial Triage,23.3,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_13384_1,CLM_13384,1,2022-12-12 01:44:00,R-3260,Initial Triage,75.3,Red - Full Investigation,"Standard claim, within normal parameters.",,,,,Full Investigation,3
REV_13384_2,CLM_13384,2,2022-12-14 09:44:00,R-3260,Expert Assessment,,,No anomalies found during review.,P-9236,No,4.2,74.6,Approve with Conditions,5
REV_13386_1,CLM_13386,1,2024-03-22 11:03:00,R-1307,Initial Triage,44.5,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,1
REV_13386_2,CLM_13386,2,2024-04-12 23:03:00,R-1307,Expert Assessment,,,No anomalies found during review.,P-8842,No,4.2,73.1,Approve,22
REV_13387_1,CLM_13387,1,2023-06-07 11:11:00,R-2812,Initial Triage,77.3,Red - Full Investigation,"All documents verified, consistent narrative.",,,,,Full Investigation,2
REV_13387_2,CLM_13387,2,2023-06-09 01:11:00,R-2812,Expert Assessment,,,Physical inspection consistent with reported damage.,P-8548,No,2.7,78.1,Refer to Special Investigations Unit,3
REV_13387_3,CLM_13387,3,2023-06-16 13:11:00,SIU-497,SIU Investigation,,,Medical records review completed where applicable.,P-8548,Yes,,,Claim Settled at Reduced Amount,10
REV_13388_1,CLM_13388,1,2024-07-14 04:36:00,R-2812,Initial Triage,33.3,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,1
REV_13388_2,CLM_13388,2,2024-07-23 13:36:00,R-2812,Expert Assessment,,,All repair items match incident description.,P-8259,No,3.9,94.2,Approve,10
REV_13389_1,CLM_13389,1,2024-01-04 10:00:00,R-3260,Initial Triage,0.0,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_13391_1,CLM_13391,1,2025-01-12 02:19:00,R-8889,Initial Triage,0.0,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,5
REV_13392_1,CLM_13392,1,2022-12-11 02:29:00,R-1307,Initial Triage,26.5,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,1
REV_13393_1,CLM_13393,1,2025-11-23 17:23:00,R-8044,Initial Triage,66.7,Orange - Escalated Review,"Verified with third party, consistent account.",,,,,Escalated Review,6
REV_13393_2,CLM_13393,2,2025-12-01 04:23:00,R-8044,Expert Assessment,,,Physical inspection consistent with reported damage.,P-8464,No,4.0,95.9,Request Additional Documentation,13
REV_13394_1,CLM_13394,1,2022-03-12 14:32:00,R-8592,Initial Triage,67.4,Orange - Escalated Review,"All documents verified, consistent narrative.",,,,,Escalated Review,2
REV_13394_2,CLM_13394,2,2022-03-27 05:32:00,R-8592,Expert Assessment,,,All repair items match incident description.,P-6700,No,3.1,80.7,Approve with Conditions,16
REV_13395_1,CLM_13395,1,2022-09-05 22:01:00,R-8765,Initial Triage,1.3,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,1
REV_13398_1,CLM_13398,1,2025-03-07 14:04:00,R-1307,Initial Triage,21.1,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,1
REV_13398_2,CLM_13398,2,2025-03-26 23:04:00,R-1307,Expert Assessment,,,No anomalies found during review.,P-5325,No,4.2,79.8,Approve with Conditions,20
REV_13399_1,CLM_13399,1,2024-11-26 12:07:00,R-6545,Initial Triage,45.1,Orange - Escalated Review,"Damage assessment pending, photos unclear.",,,,,Escalated Review,8
REV_13399_2,CLM_13399,2,2024-12-02 02:07:00,R-6545,Expert Assessment,,,"Pre-existing damage observed, not clearly separable from claim.",P-8856,Yes,2.7,72.2,Recommend Denial,13
REV_13399_3,CLM_13399,3,2025-01-15 14:07:00,SIU-904,SIU Investigation,,,Digital forensics on submitted photographs completed.,P-8856,Yes,,,Claim Denied,57
REV_13400_1,CLM_13400,1,2022-10-29 01:34:00,R-1744,Initial Triage,44.4,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,3
REV_13400_2,CLM_13400,2,2022-11-04 11:34:00,R-1744,Expert Assessment,,,Physical inspection consistent with reported damage.,P-1371,No,3.4,100.0,Approve with Conditions,9
REV_13401_1,CLM_13401,1,2025-05-01 16:45:00,R-8404,Initial Triage,0.0,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_13405_1,CLM_13405,1,2023-08-10 15:51:00,R-6221,Initial Triage,47.3,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,6
REV_13405_2,CLM_13405,2,2023-08-21 06:51:00,R-6221,Expert Assessment,,,Documentation supports claim as reported.,P-4505,No,4.2,88.5,Approve with Conditions,16
REV_13406_1,CLM_13406,1,2023-02-12 21:09:00,R-3260,Initial Triage,19.7,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,2
REV_13409_1,CLM_13409,1,2022-11-14 07:02:00,R-9758,Initial Triage,8.7,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,3
REV_13410_1,CLM_13410,1,2023-02-18 09:19:00,R-6143,Initial Triage,8.1,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,1
REV_13411_1,CLM_13411,1,2023-10-11 22:22:00,R-3691,Initial Triage,22.1,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,1
REV_13411_2,CLM_13411,2,2023-10-20 06:22:00,R-3691,Expert Assessment,,,Damage pattern inconsistent with described accident dynamics.,P-6516,No,1.3,48.6,Refer to Special Investigations Unit,9
REV_13411_3,CLM_13411,3,2023-11-03 14:22:00,SIU-577,SIU Investigation,,,Digital forensics on submitted photographs completed.,P-6516,Yes,,,Claim Withdrawn by Claimant,23
REV_13412_1,CLM_13412,1,2023-02-17 09:37:00,R-8019,Initial Triage,33.2,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,1
REV_13414_1,CLM_13414,1,2025-03-24 02:20:00,R-3644,Initial Triage,29.5,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,5
REV_13414_2,CLM_13414,2,2025-04-03 13:20:00,R-3644,Expert Assessment,,,All repair items match incident description.,P-9787,No,3.9,88.5,Approve with Conditions,15
REV_13414_3,CLM_13414,3,2025-04-29 06:20:00,SIU-125,SIU Investigation,,,Coordination with law enforcement initiated.,P-9787,Yes,,,Claim Denied,40
REV_13416_1,CLM_13416,1,2024-10-20 04:33:00,R-1307,Initial Triage,31.2,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,8
REV_13416_2,CLM_13416,2,2024-11-09 19:33:00,R-1307,Expert Assessment,,,No anomalies found during review.,P-2735,No,3.7,77.8,Request Additional Documentation,28
REV_13418_1,CLM_13418,1,2024-12-30 13:03:00,R-6143,Initial Triage,29.4,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_13419_1,CLM_13419,1,2023-08-02 05:25:00,R-7230,Initial Triage,39.7,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,3
REV_13419_2,CLM_13419,2,2023-08-25 17:25:00,R-7230,Expert Assessment,,,Verified damage with independent assessment.,P-7936,No,4.1,91.2,Refer to Special Investigations Unit,26
REV_13419_3,CLM_13419,3,2023-09-21 01:25:00,SIU-211,SIU Investigation,,,"Surveillance conducted, results in supplementary report.",P-7936,No,,,Claim Settled at Reduced Amount,52
REV_13420_1,CLM_13420,1,2024-08-12 12:06:00,R-3644,Initial Triage,32.8,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,2
REV_13421_1,CLM_13421,1,2025-04-04 00:15:00,R-8019,Initial Triage,20.1,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_13422_1,CLM_13422,1,2022-07-04 13:57:00,R-8461,Initial Triage,8.4,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,1
REV_13423_1,CLM_13423,1,2023-06-30 02:50:00,R-1276,Initial Triage,24.8,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,1
REV_13423_2,CLM_13423,2,2023-07-19 19:50:00,R-1276,Expert Assessment,,,No anomalies found during review.,P-4626,No,5.0,76.2,Approve,20
REV_13424_1,CLM_13424,1,2024-07-27 00:08:00,R-4219,Initial Triage,18.9,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,4
REV_13425_1,CLM_13425,1,2022-10-09 15:06:00,R-3888,Initial Triage,56.4,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,3
REV_13425_2,CLM_13425,2,2022-11-07 00:06:00,R-3888,Expert Assessment,,,Documentation supports claim as reported.,P-8309,No,3.1,100.0,Request Additional Documentation,31
REV_13426_1,CLM_13426,1,2023-08-01 01:35:00,R-3260,Initial Triage,0.0,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_13427_1,CLM_13427,1,2024-08-28 03:11:00,R-2207,Initial Triage,51.9,Orange - Escalated Review,"Standard claim, within normal parameters.",,,,,Escalated Review,1
REV_13427_2,CLM_13427,2,2024-08-31 12:11:00,R-2207,Expert Assessment,,,Verified damage with independent assessment.,P-7581,No,3.9,74.3,Approve with Conditions,4
REV_13427_3,CLM_13427,3,2024-09-23 23:11:00,SIU-947,SIU Investigation,,,Coordination with law enforcement initiated.,P-7581,Yes,,,Claim Approved,27
REV_13428_1,CLM_13428,1,2023-09-09 13:03:00,R-9461,Initial Triage,3.3,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,10
REV_13429_1,CLM_13429,1,2026-01-01 23:03:00,R-6387,Initial Triage,5.2,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,4
REV_13429_2,CLM_13429,2,2026-01-12 13:03:00,R-6387,Expert Assessment,,,All repair items match incident description.,P-8545,Yes,4.0,100.0,Approve,14
REV_13430_1,CLM_13430,1,2025-05-28 23:32:00,R-3260,Initial Triage,34.3,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,4
REV_13430_2,CLM_13430,2,2025-06-11 16:32:00,R-3260,Expert Assessment,,,Physical inspection consistent with reported damage.,P-6125,No,5.0,95.0,Approve with Conditions,17
REV_13431_1,CLM_13431,1,2023-07-20 06:11:00,R-4219,Initial Triage,15.0,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,5
REV_13431_2,CLM_13431,2,2023-08-07 16:11:00,R-4219,Expert Assessment,,,Verified damage with independent assessment.,P-6125,Yes,4.6,65.9,Approve,23
REV_13432_1,CLM_13432,1,2024-12-03 08:35:00,R-8592,Initial Triage,67.2,Red - Full Investigation,"Routine processing, no flags raised.",,,,,Full Investigation,2
REV_13432_2,CLM_13432,2,2024-12-04 19:35:00,R-8592,Expert Assessment,,,No anomalies found during review.,P-3009,No,1.5,87.6,Recommend Denial,3
REV_13432_3,CLM_13432,3,2024-12-13 07:35:00,SIU-667,SIU Investigation,,,"Interviewed claimant, witness, and repair shop independently.",P-3009,Yes,,,Claim Approved,11
REV_13433_1,CLM_13433,1,2025-06-05 22:14:00,R-2957,Initial Triage,87.4,Red - Full Investigation,"Routine processing, no flags raised.",,,,,Full Investigation,10
REV_13433_2,CLM_13433,2,2025-06-07 07:14:00,R-2957,Expert Assessment,,,No anomalies found during review.,P-4275,Yes,3.6,68.3,Recommend Denial,11
REV_13433_3,CLM_13433,3,2025-06-22 20:14:00,SIU-969,SIU Investigation,,,Claim history pattern analysis completed.,P-4275,Yes,,,Claim Approved,26
REV_13434_1,CLM_13434,1,2025-12-15 06:32:00,R-8889,Initial Triage,19.5,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_13436_1,CLM_13436,1,2025-02-12 18:17:00,R-8889,Initial Triage,12.4,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,2
REV_13438_1,CLM_13438,1,2024-11-03 06:58:00,R-3691,Initial Triage,0.0,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,4
REV_13440_1,CLM_13440,1,2025-04-24 19:51:00,R-2957,Initial Triage,19.0,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,1
REV_13441_1,CLM_13441,1,2024-03-04 13:28:00,R-2812,Initial Triage,23.8,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,1
REV_13442_1,CLM_13442,1,2025-10-18 16:39:00,R-3888,Initial Triage,48.5,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,1
REV_13442_2,CLM_13442,2,2025-10-28 05:39:00,R-3888,Expert Assessment,,,Documentation supports claim as reported.,P-9976,No,3.6,100.0,Approve with Conditions,10
REV_13443_1,CLM_13443,1,2023-03-05 12:22:00,R-3644,Initial Triage,35.8,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,3
REV_13443_2,CLM_13443,2,2023-03-26 21:22:00,R-3644,Expert Assessment,,,All repair items match incident description.,P-6125,No,3.8,88.6,Approve,24
REV_13444_1,CLM_13444,1,2024-05-24 05:51:00,R-9758,Initial Triage,19.6,Green - Proceed,Workshop quote significantly above reference range.,,,,,Proceed,1
REV_13445_1,CLM_13445,1,2024-12-30 16:30:00,R-5533,Initial Triage,32.1,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,1
